ParkName,UnitCode,ParkType,Region,TrafficCounter,Year,Month,TrafficCount,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionType,TrafficCountTotalLabel,YearTotal,TrafficCountTotal
Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,2,"5,015",Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,"245,729"
Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,3,"16,569",Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,"245,729"
Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,4,"17,159",Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,"245,729"
Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,5,"48,844",Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,"245,729"
Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,6,"36,049",Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,"245,729"
Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,7,"21,011",Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,"245,729"
Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,8,"29,626",Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,"245,729"
Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,9,"26,329",Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,"245,729"
Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,10,"26,199",Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,"245,729"
Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,11,"11,928",Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,"245,729"
Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,12,"3,312",Capitol Reef NP,CARE,National Park,Intermountain ,Total Traffic Count at Visitor Center,2022,"245,729"
Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,1,"1,412",Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,"63,219"
Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,2,"1,735",Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,"63,219"
Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,3,"5,542",Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,"63,219"
Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,4,"10,410",Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,"63,219"
Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,5,"10,132",Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,"63,219"
Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,6,"8,254",Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,"63,219"
Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,7,"6,163",Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,"63,219"
Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,8,"3,663",Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,"63,219"
Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,9,"4,205",Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,"63,219"
Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,10,"6,513",Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,"63,219"
Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,11,"3,418",Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,"63,219"
Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,12,"1,775",Capitol Reef NP,CARE,National Park,Intermountain ,Traffic Count at Goosenecks,2022,"63,219"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,1,319,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,"6,506"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,2,100,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,"6,506"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,3,799,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,"6,506"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,4,"1,270",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,"6,506"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,5,"1,034",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,"6,506"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,6,527,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,"6,506"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,7,352,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,"6,506"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,8,233,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,"6,506"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,9,159,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,"6,506"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,10,929,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,"6,506"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,11,487,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,"6,506"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,12,297,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT NORTH DISTRICT,2022,"6,506"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,1,"1,494",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,"90,981"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,2,"2,017",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,"90,981"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,3,"7,346",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,"90,981"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,4,"13,251",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,"90,981"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,5,"14,017",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,"90,981"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,6,"9,327",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,"90,981"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,7,"8,116",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,"90,981"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,8,"6,999",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,"90,981"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,9,"10,768",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,"90,981"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,10,"11,497",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,"90,981"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,11,"3,992",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,"90,981"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,12,"2,160",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT SCENIC DRIVE,2022,"90,981"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,1,0,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,0
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,2,0,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,0
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,3,0,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,0
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,4,0,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,0
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,5,0,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,0
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,6,0,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,0
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,7,0,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,0
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,8,0,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,0
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,9,0,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,0
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,10,0,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,0
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,11,0,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,0
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,12,0,Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT AT US 24 EAST ONLY (pre 2010),2022,0
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,1,"8,809",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,"336,700"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,2,"9,480",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,"336,700"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,3,"25,905",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,"336,700"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,4,"46,558",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,"336,700"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,5,"46,236",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,"336,700"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,6,"37,376",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,"336,700"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,7,"30,520",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,"336,700"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,8,"27,550",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,"336,700"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,9,"38,743",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,"336,700"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,10,"39,732",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,"336,700"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,11,"15,889",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,"336,700"
Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,12,"9,902",Capitol Reef NP,CARE,National Park,Intermountain ,TRAFFIC COUNT ON US 24 EAST/WEST effective 2010,2022,"336,700"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,1,"6,779",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"133,427"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,2,"7,390",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"133,427"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,3,"15,636",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"133,427"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,4,"12,414",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"133,427"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,5,"11,796",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"133,427"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,6,"15,016",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"133,427"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,7,"16,768",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"133,427"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,8,"8,976",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"133,427"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,9,"8,678",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"133,427"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,10,"12,570",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"133,427"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,11,"8,238",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"133,427"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,12,"9,166",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"133,427"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,1,"1,678",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,"13,648"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,2,"1,708",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,"13,648"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,3,"1,215",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,"13,648"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,4,"1,570",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,"13,648"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,5,"1,587",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,"13,648"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,6,"1,384",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,"13,648"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,7,"1,326",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,"13,648"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,8,800,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,"13,648"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,9,747,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,"13,648"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,10,613,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,"13,648"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,11,640,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,"13,648"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,12,380,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2022,"13,648"
Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,1,"3,851",Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,"65,014"
Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,2,"5,398",Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,"65,014"
Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,3,"7,427",Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,"65,014"
Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,4,"7,670",Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,"65,014"
Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,5,"6,405",Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,"65,014"
Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,6,"5,872",Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,"65,014"
Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,7,"3,940",Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,"65,014"
Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,8,"3,906",Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,"65,014"
Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,9,"4,699",Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,"65,014"
Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,10,"5,778",Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,"65,014"
Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,11,"5,418",Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,"65,014"
Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,12,"4,650",Congaree NP,CONG,National Park,Southeast ,NUMBER OF VEHICLES AT ENTRANCE ,2022,"65,014"
Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,1,68,Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,"1,023"
Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,2,125,Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,"1,023"
Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,3,135,Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,"1,023"
Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,4,160,Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,"1,023"
Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,5,100,Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,"1,023"
Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,6,60,Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,"1,023"
Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,7,88,Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,"1,023"
Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,8,40,Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,"1,023"
Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,9,60,Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,"1,023"
Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,10,78,Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,"1,023"
Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,11,50,Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,"1,023"
Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,12,60,Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ BANNISTER,2022,"1,023"
Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ SOUTH CEDAR CREEK,2022,1,92,Congaree NP,CONG,National Park,Southeast ,TRAFFIC COUNT ADJ SOUTH CEDAR CREEK,2022,"5,996"
